Freq.Sweep,POI 138 kV-ACE,POI 138 kV-ACE,POI 138 kV-ACE,POI 138 kV-ACE,POI 138 kV-ACE,POI 138 kV-ACE,POI 138 kV-ACE
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm"
43.500000,126.868100,826.869515,836.545701,43.570102,293.191417,43.570102,293.191417
43.666667,134.310001,864.864886,875.231654,43.914151,297.048965,43.914151,297.048965
43.833333,143.019588,906.906910,918.114778,44.295640,300.973472,44.295640,300.973472
44.000000,153.292287,953.701722,965.942804,44.713922,304.965926,44.713922,304.965926
44.166667,165.518779,1006.130780,1019.654654,45.168090,309.027940,45.168090,309.027940
44.333333,180.224965,1065.307782,1080.445143,45.657412,313.161957,45.657412,313.161957
44.500000,198.132632,1132.658452,1149.857255,46.181831,317.371005,46.181831,317.371005
44.666667,220.253769,1210.034804,1229.917050,46.742082,321.658167,46.742082,321.658167
44.833333,248.042056,1299.882362,1323.336320,47.339393,326.026196,47.339393,326.026196
45.000000,283.645332,1405.489731,1433.825672,47.975104,330.477498,47.975104,330.477498
45.166667,330.343386,1531.367955,1566.593299,48.650464,335.014308,48.650464,335.014308
45.333333,393.342033,1683.836384,1729.168275,49.366604,339.638881,49.366604,339.638881
45.500000,481.290954,1871.933567,1932.815631,50.124592,344.353594,50.124592,344.353594
45.666667,609.367899,2108.803177,2195.080881,50.925485,349.160999,50.925485,349.160999
45.833333,806.003334,2413.564079,2544.588953,51.770399,354.063826,51.770399,354.063826
46.000000,1128.728812,2812.435793,3030.482440,52.660523,359.064990,52.660523,359.064990
46.166667,1704.295406,3330.269235,3741.031410,53.597146,364.167578,53.597146,364.167578
46.333333,2829.611055,3918.012597,4832.961973,54.581678,369.374852,54.581678,369.374852
46.500000,5095.594901,4015.671333,6487.734863,55.615644,374.690244,55.615644,374.690244
46.666667,7991.229368,1362.890059,8106.615578,56.700709,380.117359,56.700709,380.117359
