Freq.Sweep,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm","Z1 in Ohm","Z2 in Ohm","Z0 in Ohm"
30.166667,246.436825,666.321559,710.433339,80.014913,280.734657,80.014913,280.734657,291.914943,291.914943,1549.829842
30.333333,263.212067,695.161613,743.323792,80.275587,286.149130,80.275587,286.149130,297.196054,297.196054,1638.748267
30.500000,283.000126,726.719457,779.878349,80.683558,291.762838,80.683558,291.762838,302.713379,302.713379,1738.416106
30.666667,306.521780,761.302068,820.692659,81.243844,297.573122,81.243844,297.573122,308.464463,308.464463,1850.700602
30.833333,334.717880,799.235720,866.495122,81.961838,303.578106,81.961838,303.578106,314.447785,314.447785,1977.896846
31.000000,368.830966,840.844076,918.180288,82.843523,309.776309,82.843523,309.776309,320.662456,320.662456,2122.843565
31.166667,410.520184,886.401423,976.849171,83.895480,316.166036,83.895480,316.166036,327.107649,327.107649,2289.068657
31.333333,462.022271,936.038742,1043.854925,85.124379,322.744553,85.124379,322.744553,333.781675,333.781675,2480.965362
31.500000,526.372865,989.560603,1120.847260,86.535387,329.507512,86.535387,329.507512,340.681043,340.681043,2703.988047
31.666667,607.696611,1046.094245,1209.796817,88.129374,336.450142,88.129374,336.450142,347.800927,347.800927,2964.824420
31.833333,711.544420,1103.424888,1312.951615,89.901268,343.572228,89.901268,343.572228,355.139569,355.139569,3271.421041
32.000000,845.150930,1156.758083,1432.609283,91.844943,350.884755,91.844943,350.884755,362.705949,362.705949,3632.550937
32.166667,1017.074683,1196.542183,1570.399346,93.812857,358.451004,93.812857,358.451004,370.523919,370.523919,4056.199905
32.333333,1235.733591,1204.818058,1725.869074,96.278566,366.163532,96.278566,366.163532,378.609686,378.609686,4545.259775
32.500000,1502.120614,1151.441824,1892.666007,98.813793,374.156957,98.813793,374.156957,386.985263,386.985263,5087.994540
32.666667,1796.689588,994.176306,2053.406926,101.426860,382.435981,101.426860,382.435981,395.657285,395.657285,5641.381390
32.833333,2060.672971,696.429946,2175.175341,104.637306,390.842233,104.637306,390.842233,404.606744,404.606744,6114.201832
33.000000,2198.239611,272.111137,2215.017349,107.949336,399.513516,107.949336,399.513516,413.840680,413.840680,6378.838185
33.166667,2138.584264,-183.101672,2146.408366,111.337912,408.455885,111.337912,408.455885,423.358407,423.358407,6341.975845
33.333333,1907.304130,-546.179074,1983.965884,115.345396,417.512383,115.345396,417.512383,433.152571,433.152571,6022.617126
33.500000,1600.534973,-759.117065,1771.431884,119.427190,426.903973,119.427190,426.903973,443.294322,443.294322,5533.781728
33.666667,1303.284348,-841.033884,1551.092545,123.606589,436.678664,123.606589,436.678664,453.835702,453.835702,4995.073362
33.833333,1054.762306,-838.987572,1347.747628,128.555238,446.632855,128.555238,446.632855,464.765915,464.765915,4481.208880
34.000000,860.388248,-792.614118,1169.831217,133.699911,456.971037,133.699911,456.971037,476.128339,476.128339,4023.588020
34.166667,712.701371,-726.875397,1017.983834,139.279429,467.613425,139.279429,467.613425,487.915028,487.915028,3628.548434
34.333333,601.425136,-655.254887,889.421813,145.323585,478.554919,145.323585,478.554919,500.133737,500.133737,3291.532672
34.500000,517.508626,-584.386674,780.591418,151.863668,489.793384,151.863668,489.793384,512.796386,512.796386,3004.551571
34.666667,453.952669,-517.215866,688.175325,158.934445,501.327587,158.934445,501.327587,525.917776,525.917776,2759.403615
34.833333,405.608088,-454.812196,609.403032,166.574668,513.155566,166.574668,513.155566,539.514369,539.514369,2548.821842
35.000000,368.753496,-397.335846,542.083864,174.827218,525.273423,174.827218,525.273423,553.603401,553.603401,2366.736877
35.166667,340.707630,-344.533958,484.546527,183.739007,537.674418,183.739007,537.674418,568.202255,568.202255,2208.206721
35.333333,319.531226,-295.990246,435.557608,193.360928,550.348120,193.360928,550.348120,583.327954,583.327954,2069.246390
35.500000,303.812044,-251.247433,394.242350,203.747709,563.279594,203.747709,563.279594,598.996686,598.996686,1946.648272
35.666667,292.513685,-209.864902,360.010462,214.957753,576.448508,214.957753,576.448508,615.223307,615.223307,1837.824087
35.833333,284.869903,-171.443637,332.481251,227.052842,589.828192,227.052842,589.828192,632.020798,632.020798,1740.675358
36.000000,280.310577,-135.634975,311.401455,240.097723,603.384599,240.097723,603.384599,649.399639,649.399639,1653.490612
36.166667,278.409325,-102.141555,296.554632,254.159456,617.075225,254.159456,617.075225,667.367112,667.367112,1574.864939
36.333333,278.846058,-70.714852,287.672929,269.306575,630.847958,269.306575,630.847958,685.926510,685.926510,1503.637378
36.500000,281.379756,-41.151384,284.373001,285.607927,644.639938,285.607927,644.639938,705.076264,705.076264,1438.842187
36.666667,285.828261,-13.288630,286.136999,303.131169,658.376467,303.131169,658.376467,724.808994,724.808994,1379.670810
36.833333,292.052988,12.998837,292.342124,321.940891,671.970060,321.940891,671.970060,745.110528,745.110528,1325.442065
37.000000,299.946963,37.802995,302.319776,342.096318,685.319739,342.096318,685.319739,765.958900,765.958900,1275.578639
37.166667,309.425238,61.185691,315.416655,363.648595,698.310703,363.648595,698.310703,787.323402,787.323402,1229.588459
37.333333,320.416937,83.181837,331.038112,386.637683,710.814544,386.637683,710.814544,809.163774,809.163774,1187.049825
37.500000,332.858518,103.802641,348.668584,411.088949,722.690164,411.088949,722.690164,831.429610,831.429610,1147.599472
37.666667,346.687915,123.039039,367.873777,437.009582,733.785605,437.009582,733.785605,854.060120,854.060120,1110.922933
37.833333,361.839558,140.865454,388.292341,464.385103,743.940898,464.385103,743.940898,876.984369,876.984369,1076.746699
38.000000,378.240157,157.244095,409.623390,493.176188,752.992137,493.176188,752.992137,900.122164,900.122164,1044.831809
38.166667,395.805476,172.129795,431.613996,523.316285,760.776728,523.316285,760.776728,923.385707,923.385707,1014.968579
38.333333,414.438207,185.475441,454.048639,554.710392,767.139800,554.710392,767.139800,946.682149,946.682149,986.972242
38.500000,434.027298,197.237671,476.741434,587.235574,771.941366,587.235574,771.941366,969.917054,969.917054,960.679319
38.666667,454.448730,207.382931,499.531108,620.743426,775.064149,620.743426,775.064149,992.998911,992.998911,935.944589
38.833333,475.568227,215.893175,522.278663,655.065091,776.421010,655.065091,776.421010,1015.844407,1015.844407,912.638536
39.000000,497.245635,222.770842,544.867020,690.018691,775.961630,690.018691,775.961630,1038.384440,1038.384440,890.645204
39.166667,519.341124,228.042607,567.202463,725.419274,773.677309,725.419274,773.677309,1060.570460,1060.570460,869.860368
39.333333,541.722804,231.761442,589.217246,761.090737,769.603328,761.090737,769.603328,1082.380890,1082.380890,850.189990
39.500000,564.275379,234.006167,610.872810,796.879315,763.817794,796.879315,763.817794,1103.827099,1103.827099,831.548892
39.666667,586.909364,234.878622,632.163403,832.667725,756.436867,832.667725,756.436867,1124.958788,1124.958788,813.859627
39.833333,609.570397,234.497517,653.119556,868.389388,747.605045,868.389388,747.605045,1145.867982,1145.867982,797.051514
40.000000,632.247816,232.988643,673.810811,904.041589,737.480203,904.041589,737.480203,1166.691151,1166.691151,781.059813
40.166667,654.981494,230.470350,694.346700,939.695889,726.211445,939.695889,726.211445,1187.607438,1187.607438,765.825023
40.333333,677.863921,227.032909,714.873021,975.501396,713.907872,975.501396,713.907872,1208.828947,1208.828947,751.292282
40.500000,701.031360,222.712054,735.558038,1011.671607,700.598665,1011.671607,700.598665,1230.576259,1230.576259,737.410871
40.666667,724.635160,217.465035,756.562725,1048.441512,686.196995,1048.441512,686.196995,1253.034684,1253.034684,724.133786
