Freq.Sweep,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm","Z1 in Ohm","Z2 in Ohm","Z0 in Ohm"
10.166667,38.820186,187.943300,191.910633,43.638019,155.579331,43.638019,155.579331,161.583431,161.583431,254.360172
10.333333,42.905723,191.583718,196.329372,48.805700,157.795231,48.805700,157.795231,165.170613,165.170613,261.029753
10.500000,47.320658,194.635366,200.305193,54.404052,159.115225,54.404052,159.115225,168.159019,168.159019,267.745216
10.666667,51.937211,196.920160,203.654176,60.241012,159.278547,60.241012,159.278547,170.289856,170.289856,274.495331
10.833333,56.532396,198.280118,206.181757,65.983049,158.055477,65.983049,158.055477,171.275499,171.275499,281.266813
11.000000,60.782480,198.632998,207.724765,71.147228,155.330649,71.147228,155.330649,170.849462,170.849462,288.044456
11.166667,64.295573,198.039432,208.215123,75.150469,151.203507,75.150469,151.203507,168.849322,168.849322,294.811451
11.333333,66.694456,196.750171,207.746914,77.434179,146.058757,77.434179,146.058757,165.315494,165.315494,301.549938
11.500000,67.730895,195.191580,206.608875,77.636039,140.544090,77.636039,140.544090,160.561502,160.561502,308.241842
11.666667,67.376049,193.871913,205.245830,75.725846,135.428863,75.725846,135.428863,155.162433,155.162433,314.870018
11.833333,65.830166,193.244959,204.150006,72.020083,131.398746,72.020083,131.398746,149.841659,149.841659,321.419727
12.000000,63.444507,193.602603,203.733093,67.064606,128.893625,67.064606,128.893625,145.297034,145.297034,327.880379
12.166667,60.605508,195.044468,204.243413,61.460392,128.061112,61.460392,128.061112,142.045866,142.045866,334.247469
12.333333,57.641916,197.517347,205.756392,55.723410,128.814846,55.723410,128.814846,140.350857,140.350857,340.524507
12.500000,54.782712,200.883627,208.219541,50.220369,130.936492,50.220369,130.936492,140.237122,140.237122,346.724750
12.666667,52.158196,204.982534,211.514342,45.168978,134.167321,45.168978,134.167321,141.566615,141.566615,352.872446
12.833333,49.823052,209.669238,215.507601,40.671044,138.267021,40.671044,138.267021,144.124609,144.124609,359.003361
13.000000,47.784010,214.833117,220.083120,36.752564,143.041733,36.752564,143.041733,147.687807,147.687807,365.164401
13.166667,46.023547,220.402530,225.156483,33.398075,148.352309,33.398075,148.352309,152.065246,152.065246,371.412262
13.333333,44.517638,226.343289,230.679658,30.576534,154.113434,30.576534,154.113434,157.117393,157.117393,377.811211
13.500000,43.249252,232.655890,236.641630,28.261294,160.291069,28.261294,160.291069,162.763410,162.763410,384.430236
13.666667,42.221570,239.374909,243.069965,26.450196,166.903083,26.450196,166.903083,168.985952,168.985952,391.339906
13.833333,41.478887,246.572920,250.037403,25.197658,174.026459,25.197658,174.026459,175.841208,175.841208,398.609357
14.000000,41.155741,254.368401,257.676306,24.689424,181.810110,24.689424,181.810110,183.478838,183.478838,406.303724
14.166667,41.618861,262.910783,266.184541,25.456716,190.452987,25.456716,190.452987,192.146779,192.146779,414.482298
14.333333,43.884910,272.082685,275.599116,29.004096,199.757538,29.004096,199.757538,201.852203,201.852203,423.197503
14.500000,49.604847,279.175563,283.548296,37.787131,205.642875,37.787131,205.642875,209.085770,209.085770,432.494692
14.666667,51.479533,279.666675,284.365243,40.836423,201.309725,40.836423,201.309725,205.409880,205.409880,442.412637
14.833333,47.262984,286.837698,290.705443,34.763581,206.668216,34.763581,206.668216,209.571606,209.571606,452.984534
15.000000,48.200893,298.697537,302.561638,36.419606,218.720402,36.419606,218.720402,221.731824,221.731824,464.239347
15.166667,54.958747,309.181081,314.027713,46.786639,228.357964,46.786639,228.357964,233.101586,233.101586,476.203303
15.333333,64.764071,312.732110,319.367747,61.691520,227.235949,61.691520,227.235949,235.461292,235.461292,488.901406
15.500000,68.292366,309.222161,316.673636,67.134495,215.150609,67.134495,215.150609,225.381510,225.381510,502.358884
15.666667,63.436793,308.690824,315.141637,59.944041,207.149362,59.944041,207.149362,215.648201,215.648201,516.602512
15.833333,57.146569,314.209552,319.364013,50.534099,207.825442,50.534099,207.825442,213.881064,213.881064,531.661798
16.000000,52.475762,323.085631,327.319462,43.476648,213.123572,43.476648,213.123572,217.512933,217.512933,547.570035
16.166667,49.463026,333.446363,337.095042,38.821075,220.216007,38.821075,220.216007,223.611640,223.611640,564.365258
16.333333,47.602538,344.555503,347.828257,35.800340,227.976805,35.800340,227.976805,230.770639,230.770639,582.091112
16.500000,46.735067,356.224448,359.277085,34.167299,236.098235,34.167299,236.098235,238.557709,238.557709,600.797707
16.666667,46.511246,368.396677,371.321165,33.389296,244.467056,33.389296,244.467056,246.736674,246.736674,620.542460
16.833333,46.876386,381.137895,384.009753,33.375105,253.149328,33.375105,253.149328,255.339930,255.339930,641.390998
17.000000,48.118351,394.519451,397.443043,34.546423,262.215092,34.546423,262.215092,264.481020,264.481020,663.418137
17.166667,50.327709,408.593861,411.681700,37.027782,271.701140,37.027782,271.701140,274.212629,274.212629,686.708993
17.333333,54.197926,423.134672,426.591568,41.846492,281.220192,41.846492,281.220192,284.316594,284.316594,711.360264
17.500000,60.597385,436.800313,440.983624,50.290275,288.705960,50.290275,288.705960,293.053311,293.053311,737.481732
17.666667,67.989886,446.037373,451.189497,60.037474,288.767189,60.037474,288.767189,294.942346,294.942346,765.198034
17.833333,68.949996,452.398021,457.622193,59.929481,283.663051,59.929481,283.663051,289.924592,289.924592,794.650785
18.000000,65.596247,465.372155,469.972457,53.120060,287.550641,53.120060,287.550641,292.415991,292.415991,826.000239
18.166667,65.611415,483.640547,488.070729,51.105953,298.360953,51.105953,298.360953,302.706255,302.706255,859.431682
18.333333,70.305141,502.766112,507.657932,55.817942,309.336950,55.817942,309.336950,314.332612,314.332612,895.154296
18.500000,78.444522,519.032746,524.927170,65.366696,314.788135,65.366696,314.788135,321.503305,321.503305,933.408757
18.666667,84.864860,530.474831,537.220244,71.957112,311.632751,71.957112,311.632751,319.832452,319.832452,974.471969
18.833333,85.199319,542.458367,549.108372,68.981115,307.766551,68.981115,307.766551,315.402353,315.402353,1018.663809
19.000000,83.153389,559.886089,566.027313,61.927095,310.366397,61.927095,310.366397,316.484227,316.484227,1066.355470
19.166667,82.392212,581.744962,587.550574,56.207478,317.706761,56.207478,317.706761,322.640460,322.640460,1117.979849
19.333333,83.556113,606.357013,612.086964,52.677086,327.030381,52.677086,327.030381,331.245748,331.245748,1174.044687
19.500000,86.382376,633.050719,638.917152,50.813532,337.047953,50.813532,337.047953,340.856770,340.856770,1235.148694
19.666667,90.626492,661.747829,667.924659,50.087359,347.309507,50.087359,347.309507,350.902603,350.902603,1302.003156
19.833333,96.191376,692.626404,699.273992,50.148965,357.687232,50.148965,357.687232,361.185651,361.185651,1375.458702
20.000000,103.107088,725.992175,733.277376,50.785689,368.166232,50.785689,368.166232,371.652472,371.652472,1456.543387
20.166667,111.514291,762.237127,770.351138,51.872065,378.769469,51.872065,378.769469,382.304881,382.304881,1546.498971
20.333333,121.651233,801.843203,811.018831,53.332675,389.530100,53.332675,389.530100,393.164180,393.164180,1646.857624
20.500000,133.870886,845.394152,855.927968,55.124473,400.482806,55.124473,400.482806,404.258810,404.258810,1759.516040
20.666667,148.668993,893.602303,905.884951,57.224865,411.660733,57.224865,411.660733,415.619110,415.619110,1886.852118
20.833333,166.734519,947.344724,961.905622,59.625072,423.094803,59.625072,423.094803,427.275510,427.275510,2031.883840
21.000000,189.030556,1007.711124,1025.287404,62.326236,434.813783,62.326236,434.813783,439.257995,439.257995,2198.493396
21.166667,216.922727,1076.065685,1097.712543,65.337072,446.844559,65.337072,446.844559,451.596050,451.596050,2391.748627
21.333333,252.384052,1154.125080,1181.398498,68.671771,459.212057,68.671771,459.212057,464.318345,464.318345,2618.375364
21.500000,298.341089,1244.040536,1279.313981,72.352057,471.940734,72.352057,471.940734,477.454580,477.454580,2887.439126
21.666667,359.237654,1348.476902,1395.507666,76.402645,485.052700,76.402645,485.052700,491.033080,491.033080,3211.405629
21.833333,442.033511,1470.587640,1535.585110,80.853737,498.568944,80.853737,498.568944,505.082487,505.082487,3607.703517
22.000000,557.959866,1613.657801,1707.398815,85.740381,512.508836,85.740381,512.508836,519.631331,519.631331,4101.069639
22.166667,725.645714,1779.691210,1921.942379,91.102544,526.889813,91.102544,526.889813,534.707910,534.707910,4726.812110
22.333333,976.446235,1964.837160,2194.090316,96.985262,541.726924,96.985262,541.726924,550.340078,550.340078,5534.307727
22.500000,1361.716121,2145.689253,2541.309340,103.438807,557.032214,103.438807,557.032214,566.554917,566.554917,6585.998784
22.666667,1952.191494,2242.180217,2972.948663,110.518781,572.813957,110.518781,572.813957,583.378291,583.378291,7931.321149
