Freq.Sweep,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm","Z1 in Ohm","Z2 in Ohm","Z0 in Ohm"
21.833333,17.963690,234.697934,235.384397,15.864758,163.157217,15.864758,163.157217,163.926715,163.926715,378.431950
22.000000,18.500660,239.122965,239.837585,16.291599,165.741998,16.291599,165.741998,166.540764,166.540764,386.568031
22.166667,19.078978,243.646125,244.391984,16.750133,168.353683,16.750133,168.353683,169.184898,169.184898,394.948094
22.333333,19.700759,248.271782,249.052198,17.241436,170.993278,17.241436,170.993278,171.860316,171.860316,403.583564
22.500000,20.368400,253.004391,253.822957,17.766801,173.661614,17.766801,173.661614,174.568082,174.568082,412.486523
22.666667,21.084577,257.848505,258.709124,18.327716,176.359339,18.327716,176.359339,177.309113,177.309113,421.669752
22.833333,21.852250,262.808777,263.715707,18.925862,179.086913,18.925862,179.086913,180.084177,180.084177,431.146777
23.000000,22.674671,267.889962,268.847861,19.563092,181.844585,19.563092,181.844585,182.893870,182.893870,440.931908
23.166667,23.555391,273.096917,274.110894,20.241428,184.632376,20.241428,184.632376,185.738606,185.738606,451.040292
23.333333,24.498266,278.434598,279.510268,20.963045,187.450048,20.963045,187.450048,188.618583,188.618583,461.487967
23.500000,25.507466,283.908053,285.051598,21.730259,190.297078,21.730259,190.297078,191.533762,191.533762,472.291912
23.666667,26.587477,289.522416,290.740646,22.545504,193.172616,22.545504,193.172616,194.483827,194.483827,483.470114
23.833333,27.743102,295.282893,296.583322,23.411311,196.075447,23.411311,196.075447,197.468150,197.468150,495.041628
24.000000,28.979462,301.194756,302.585675,24.330271,199.003946,24.330271,199.003946,200.485742,200.485742,507.026651
24.166667,30.301985,307.263326,308.753885,25.304997,201.956027,25.304997,201.956027,203.535205,203.535205,519.446596
24.333333,31.716384,313.493961,315.094260,26.338060,204.929092,26.338060,204.929092,206.614680,206.614680,532.324177
24.500000,33.228640,319.892053,321.613227,27.431928,207.919982,27.431928,207.919982,209.721791,209.721791,545.683507
24.666667,34.844955,326.463013,328.317331,28.588870,210.924924,28.588870,210.924924,212.853582,212.853582,559.550197
24.833333,36.571703,333.212284,335.213239,29.810850,213.939492,29.810850,213.939492,216.006466,216.006466,573.951477
