All calculations,DSN\400 kV B1,DSN\400 kV B1,DSN\400 kV B1
"Time in s","Phase Voltage A in kV","Phase Voltage B in kV","Phase Voltage C in kV"
0.000000,308.239196,-155.592408,-152.681990
0.000100,306.971643,-146.543841,-160.483991
0.000200,306.528215,-138.085188,-168.520121
0.000300,305.948032,-129.532033,-176.437543
0.000400,305.437198,-120.935084,-184.325835
0.000500,304.052963,-112.467183,-191.598451
0.000600,302.684778,-103.758031,-198.785457
0.000700,301.206408,-95.012860,-206.048483
0.000800,298.992977,-85.994726,-212.993371
0.000900,296.644306,-76.666628,-219.851307
0.001000,293.907273,-67.287949,-226.595237
0.001100,290.678148,-57.966891,-232.779492
0.001200,287.380607,-48.748570,-238.643721
0.001300,283.780752,-39.635973,-244.252856
0.001400,279.795790,-30.347202,-249.578250
0.001500,275.630893,-20.991463,-254.756607
0.001600,271.190225,-11.682505,-259.699995
0.001700,266.456111,-2.348096,-264.310015
0.001800,261.515992,7.038425,-268.767833
0.001900,256.286319,16.443552,-273.005944
0.002000,250.785970,25.913741,-277.015687
0.002100,245.050040,35.422950,-280.828443
0.002200,239.051781,44.963797,-284.401083
0.002300,232.806601,54.509052,-287.687621
0.002400,226.346000,64.037648,-290.737770
0.002500,219.620922,73.553549,-293.526806
0.002600,212.651179,83.057319,-296.070506
0.002700,205.484595,92.470996,-298.328237
0.002800,198.145224,101.736835,-300.265292
0.002900,190.641917,110.870260,-301.883332
0.003000,182.976433,119.902864,-303.223570
0.003100,175.138876,128.834074,-304.288254
0.003200,167.151407,137.663538,-305.086989
0.003300,159.019120,146.371883,-305.624568
0.003400,150.743109,154.963677,-305.906928
0.003500,142.320349,163.445509,-305.927797
0.003600,133.754457,171.800632,-305.682598
0.003700,125.055646,180.015124,-305.151939
0.003800,116.221941,188.076191,-304.328450
0.003900,107.256045,195.966458,-303.202107
0.004000,98.166866,203.669367,-301.766781
0.004100,88.965667,211.167343,-300.021161
0.004200,79.670196,218.444329,-297.959738
0.004300,70.293323,225.488553,-295.587436
